C,accuracy,macro_precision,macro_recall,macro_f1,training_time_seconds,validation_inference_time_seconds
0.1,0.8699643039265681,0.870528530447645,0.8654327290783557,0.8640911997544474,0.3416085999999723,0.0015123999999673288
0.5,0.8898521162672106,0.8908127400870065,0.8877888689652793,0.8875647187348689,0.34746159999997417,0.0015321000000199092
1.0,0.8903620601733809,0.8903119028897961,0.8881427091364789,0.8876104097881342,0.3598710999999639,0.001518000000032771
2.0,0.8832228454869965,0.8838755567474207,0.8812869549132525,0.8805723754952579,0.3571594999999661,0.0015397000000234584
5.0,0.8771035186129525,0.8771635221875894,0.8747216445127614,0.8739657237879002,0.38401079999999865,0.0014735000000314358
